shipment_id,time_step,day_of_week,hour_of_day,demand_level,volume,weight,origin,destination,distance,transport_mode,route,delivery_deadline,weather_condition,weather_severity,traffic_congestion,port_status,road_incident,driver_fatigue,port_congestion,transit_time,fuel_price,co2_emissions,fuel_cost,emission_penalty,shipment_urgency,customer_satisfaction
34,116,Friday,20,0.8001600864595729,29.02722582723208,981.7685533163094,Munich,Brussels,1975,rail,Munich-Warsaw(rail) -> Warsaw-Brussels(air),369.6168367162652,fog,0.6228385086824683,2.1637810257020496,open,none,0.0,0.0,86.68934583012286,0.21708232901608088,70.12794969940302,428.73759980675976,10.519192454910453,0.377305272139558,0.1791894836839832
35,25,Tuesday,1,1.1700733434102757,10.0,970.8048392194859,Budapest,Warsaw,2547,air,Budapest-Brussels(air) -> Brussels-Munich(road) -> Munich-Warsaw(road),169.05096295440617,rain,0.7721215014188857,1.4683273380329536,open,none,0.0,0.0,4.245,1.123885165373052,1245.3139163794865,2862.5355162051633,209.17447500020364,0.5599150617426564,0.1138766622442626
36,157,Sunday,13,1.0176861637458292,45.72893483148051,1004.6204143069033,London,Rome,1435,road,London-Rome(road),423.07367200372335,clear,0.0,1.138992524798918,open,none,0.15,0.0,31.327040234156907,0.4488537560704925,166.64210495147742,644.1051399611567,30.44168643472544,0.2065438799937944,0.34231993523852716
37,100,Friday,4,0.9593035745629253,45.27245833399646,1235.1507358601684,Valencia,Milan,2015,rail,Valencia-Brussels(rail) -> Brussels-Milan(air),200.68827181025256,clear,0.0,1.320203463694366,open,none,0.0,0.0,33.252624741801846,0.25823470719601316,85.49912892674644,520.3429349999665,12.824869339011965,0.632186213649579,0.1870559806258754
38,44,Tuesday,20,1.084201444188956,54.76570534207261,1317.7910338664096,Berlin,Copenhagen,355,rail,Berlin-Copenhagen(rail),235.76436131927903,rain,0.5741129443923875,1.1416238599668367,open,none,0.0,0.0,7.974386724229437,0.3561739562844483,15.931672059262972,126.44175448097916,2.389750808889446,0.48039273113453496,0.32043049668834234
39,106,Friday,10,1.1176030366952392,65.27053145075168,1237.2161585374645,Berlin,Prague,2102,rail,Berlin-Rome(rail) -> Rome-Prague(road),208.5207428700562,fog,0.37484247763114775,1.5390856569151992,open,none,0.0,0.0,55.59790887674218,0.25006189490442593,89.41360200465637,525.6301030891033,13.412040300698456,0.47913209521657296,0.1391849463218966
40,15,Monday,15,1.1432240953230726,61.73945056446254,1121.996953746344,Barcelona,Frankfurt,1093,road,Barcelona-Frankfurt(road),293.05143333002513,rain,0.3028732945795862,1.153526736325858,open,none,0.15,0.0,31.484485391242753,0.5753103128200631,137.65001087136176,628.8141719123289,26.724264193000156,0.18658094444995812,0.46730894410383983
41,93,Thursday,21,1.053842279426732,48.5063146118588,949.6046156954682,Brussels,Paris,1501,road,Brussels-Genoa(road) -> Genoa-Paris(road),333.3530367143418,clear,0.0,1.4089827713318859,open,none,0.15,0.0,40.535260178908906,0.4876666228882231,159.54597137972488,731.9876009552229,30.76188720467513,0.399411605476097,0.44472854402686607
42,68,Wednesday,20,0.9315160933074729,10.0,1539.7642966338335,Copenhagen,Brussels,766,air,Copenhagen-Brussels(air),193.52350867074105,clear,0.0,1.1684930940104832,open,none,0.0,0.0,2.0,1.105120346229464,579.0758971708084,846.5221852117695,107.08630029927599,0.4407941522154316,0.591191081323114
43,141,Saturday,21,1.0182302159416314,65.29493190675494,934.6194451860814,Frankfurt,Hamburg,1275,road,Frankfurt-Paris(road) -> Paris-Amsterdam(rail) -> Amsterdam-Hamburg(road),242.04481758939002,fog,0.4940861089284073,2.009286473246676,open,none,0.15,0.0,73.36252377108893,0.42529471418229964,143.21911416606682,542.250760582432,25.895349973336906,0.63159197068435,0.190073800829205
44,36,Tuesday,12,1.0931197473093752,58.05136159266643,1353.7336117378452,Vienna,London,1238,rail,Vienna-Brussels(rail) -> Brussels-London(rail),218.60806560470905,fog,0.7247098957620123,2.383116617715017,open,none,0.0,0.0,63.60510998625059,0.33714903202013896,61.484749821550494,417.39050164093203,9.222712473232574,0.49565322399215156,0.3119268574341942
45,110,Friday,14,0.8308402066711906,38.15174461643696,840.0152749704813,Hamburg,Vienna,778,rail,Hamburg-Berlin(rail) -> Berlin-Vienna(air),316.3648051996397,clear,0.0,1.397391182071213,open,none,0.0,0.0,13.589629245642547,0.26508880924627176,23.056836370410746,206.23909359359942,3.458525455561612,0.6060586580006004,0.38043119994078095
46,166,Sunday,22,1.0225510871163885,10.0,1258.699755137597,Vienna,Lyon,917,air,Vienna-Lyon(air),283.0319819863156,clear,0.0,1.0536353861958074,open,none,0.0,0.0,2.0,1.01371621600547,574.7508158764314,929.577770077016,91.21476356518524,0.604946696689474,0.26961548237350996
47,146,Sunday,2,1.0373818270884279,60.21427481395484,1329.82125442589,Frankfurt,Milan,518,rail,Frankfurt-Milan(rail),249.6526279844066,clear,0.0,1.3259966443435776,open,none,0.0,0.0,8.585828272124663,0.25278393562868895,24.410115338552536,130.94207865566088,3.6615173007828803,0.777245620025989,0.42639703457392386
48,73,Thursday,1,1.1153953055279988,47.02549096600764,1462.5239830311182,Valencia,Madrid,2935,rail,Valencia-Madrid(rail) -> Madrid-Brussels(road) -> Brussels-Madrid(air),343.6944478219912,rain,0.921053156616607,1.4380939572072227,open,none,0.0,0.0,101.35490296465419,0.3060537236217195,147.09184697286827,898.2676788297467,22.06377704593024,0.19884258696334797,0.20695876618925646
49,37,Tuesday,13,1.1035185747004674,48.67072240554129,1228.7990044735166,Marseille,Antwerp,1040,sea,Marseille-Antwerp(sea) -> Antwerp-Rotterdam(sea) -> Rotterdam-Antwerp(sea),266.06728675440877,clear,0.0,1.3063819999137958,open,none,0.0,0.009734144481108258,45.72874838301383,0.2324164807948392,14.646160967814069,241.71314002663277,2.1969241451721104,0.568221188742652,0.2542384202339604
50,85,Thursday,13,0.8948484402686265,50.36083568447836,926.5861135946483,Prague,Valencia,2375,road,Prague-London(road) -> London-Valencia(rail),317.89567968349843,clear,0.0,1.1905180435296836,open,none,0.15,0.0,54.193373439840805,0.5065261905241023,247.93517285430647,1202.999702494743,43.775696385039666,0.41184053386083597,0.25624398730737
51,154,Sunday,10,1.1294634611141916,10.0,719.8887303154011,Cologne,Prague,2378,air,Cologne-Prague(air) -> Prague-Rome(rail) -> Rome-Prague(rail),244.25313031401856,fog,0.5871546771533567,2.050170518447001,open,none,0.0,0.0,3.9633333333333334,0.8593312802583465,878.3315544328128,2043.489784454348,141.67483760523086,0.6495781161433023,0.3488435064316544
52,65,Wednesday,17,0.8069903513152281,36.368119386416495,1018.3446575601735,Brussels,Copenhagen,766,road,Brussels-Copenhagen(road),304.48035398900623,fog,0.9528274563769885,3.0,open,none,0.15,0.0,86.01228531612445,0.5117502222616077,104.12609371105455,392.0006702523915,16.94548263004345,0.5508660766849895,0.0653385353442613
53,0,Monday,0,0.9955527429649302,10.0,1038.838774142843,Milan,Berlin,1410,air,Milan-Rotterdam(air) -> Rotterdam-Berlin(rail),246.10675139054885,clear,0.0,1.2841501462039844,open,none,0.0,0.0,2.35,0.9924665319925622,731.7028387137028,1399.3778101095127,133.1006955210768,0.2398220810157519,0.26985508788880885
54,122,Saturday,2,1.1265188734805898,62.539815877174405,927.1628091095951,Rome,Prague,1991,rail,Rome-Paris(rail) -> Paris-Prague(air),291.8390768169543,rain,0.16133192759532333,1.3377360487362064,open,none,0.0,0.0,38.66411459910384,0.22837305879915007,62.10012711897511,454.6907600691078,9.315019067846267,0.666934871971743,0.25737957889354296
55,131,Saturday,11,1.0037987612931563,61.50539340906826,1338.2034997361584,Genoa,Vienna,2256,road,Genoa-Cologne(road) -> Cologne-Copenhagen(road) -> Copenhagen-Vienna(road),361.57954693099083,clear,0.0,1.0936406497573525,open,accident,0.15,0.0,61.4757282041603,0.36964399132877923,329.32665581710455,833.9168444377259,53.95649157132313,0.41570075511501525,0.34515466378305176
56,109,Friday,13,0.8804824617090901,50.90744511331791,872.3829649023585,Milan,Lyon,341,rail,Milan-Lyon(rail),218.61935773382748,clear,0.0,1.3566988879836266,open,none,0.0,0.0,5.782929010030209,0.23975953079573284,10.338053917692914,81.7580000013449,1.550708087653937,0.6173010704436208,0.13712527608179814
57,73,Thursday,1,0.8977243320070677,65.92646139366717,523.2171363991981,Valencia,Genoa,1148,sea,Valencia-Milan(sea) -> Milan-Genoa(sea),317.44539634026705,clear,0.0,1.241134493607979,open,none,0.0,0.013185292278733433,48.12030328112013,0.23210929934841618,6.747444291087246,266.46147565198174,1.0121166436630868,0.5425910060995549,0.3795220154503754
58,94,Thursday,22,1.010862682756056,58.35827839691626,1193.6596174658407,Lyon,Genoa,1150,rail,Lyon-Rome(rail) -> Rome-Genoa(rail),238.83558652338135,clear,0.0,1.4103355429071485,open,none,0.0,0.0,20.27357342929026,0.2732126888253214,46.74111888760935,314.1945921491196,7.0111678331414025,0.7086073557943644,0.26614070412048835
59,153,Sunday,9,1.0173208975277015,35.828527021189366,994.4249480222702,Barcelona,Warsaw,1866,road,Barcelona-Warsaw(road),446.2338573320029,rain,0.5677234770714703,1.2587272240997975,open,none,0.15,0.0,70.57636992440335,0.45448941192290143,201.7712132801838,848.0772426481341,37.83338695179853,0.1612769044466618,0.16041124712261343
60,53,Wednesday,5,1.0033320617662058,33.82636783882972,711.4646236702547,Berlin,Madrid,2437,rail,Berlin-Copenhagen(rail) -> Copenhagen-Brussels(air) -> Brussels-Madrid(road),193.67015672817385,fog,0.7010018583553527,1.9580900073969694,open,none,0.0,0.0,101.46189781018053,0.3934657298878696,64.84145180238728,958.8759837367382,9.726217770358092,0.715549738786377,0.02740837500303929
61,91,Thursday,19,0.9697595892006925,10.0,1113.9066299999015,Marseille,London,2059,air,Marseille-Prague(air) -> Prague-London(air),284.8706577417042,clear,0.0,1.9703750615453566,open,none,0.0,0.0,3.4316666666666666,0.9459570152309063,1180.8988765167744,1947.725494360436,186.53092804713853,0.4768822370971597,0.2553101126597875
62,135,Saturday,15,0.9193889053264028,10.0,1103.581731906924,Milan,Prague,645,air,Milan-Prague(air),395.3827776697706,clear,0.0,1.361998494614319,open,none,0.0,0.0,2.0,0.8039188453596401,357.5042898878603,518.5276552569678,68.38712737262075,0.21602870388371573,0.16779141465743969
63,27,Tuesday,3,0.8384436905764625,49.157751105350336,399.15388464599533,London,Berlin,934,rail,London-Berlin(rail),171.88013099028385,clear,0.0,1.311269289815201,open,none,0.0,0.0,15.309068958592473,0.33790938490447214,12.821780422310024,315.607365500777,1.9232670633465034,0.5585331150161936,0.4758610652795139
64,69,Wednesday,21,1.098953072683236,10.0,1031.7346315755008,Genoa,Frankfurt,634,air,Genoa-Frankfurt(air),174.81904387758982,clear,0.0,1.2305656796896556,open,none,0.0,0.0,2.0,1.1063169389009162,328.33672177550653,701.4049392631808,63.84225103292458,0.7736349268706837,0.13269126412796228
65,154,Sunday,10,1.1958716043887987,80.52121709809407,1264.2869550088017,Frankfurt,Genoa,634,rail,Frankfurt-Genoa(rail),237.999245537072,clear,0.0,1.129912028544324,open,none,0.0,0.0,8.954552826213767,0.27691548556451095,26.786407093442023,175.56441784789993,4.017961064016303,0.5100012574382133,0.3245555748371325
66,80,Thursday,8,1.128549957519563,76.26362485587711,1059.8237728793042,Frankfurt,Prague,705,rail,Frankfurt-Berlin(rail) -> Berlin-Prague(road),342.9915811655793,rain,0.3973069819427346,2.1452523072640455,open,none,0.0,0.0,26.41613873766265,0.2892155862900131,26.680219054810202,203.89698833445922,4.00203285822153,0.3616806980573678,0.4101925864610719
67,39,Tuesday,15,0.808033076187626,32.14359954840758,876.5930929823895,Brussels,Frankfurt,1944,rail,Brussels-Frankfurt(rail) -> Frankfurt-Budapest(air) -> Budapest-Frankfurt(road),300.40369119842546,clear,0.0,1.200737802392922,open,none,0.0,0.0,29.177928598148007,0.38330324557784945,57.297433508360605,745.1415094033393,8.59461502625409,0.21432718133595755,0.0928534502031108
68,23,Monday,23,1.0132213567505288,27.345961182957815,1176.2900910132932,Genoa,Rome,400,rail,Genoa-Rome(rail),240.52946132454656,clear,0.0,1.1509942750231112,open,none,0.0,0.0,5.754971375115556,0.3514175366498247,15.442866516294497,140.5670146599299,2.3164299774441743,0.5874508977924224,0.20281612182887276
69,114,Friday,18,0.9150104729042118,50.843942497945136,952.4959159276694,Marseille,Lyon,1884,rail,Marseille-Prague(rail) -> Prague-Lyon(road),354.7773810065406,clear,0.0,2.237077151844422,open,none,0.0,0.0,52.68316692593614,0.2447826354265031,64.52892896299011,461.17048514353183,9.679339344448517,0.39870436498909895,0.17281637366969602
70,42,Tuesday,18,0.889488103979299,10.0,748.4221545031546,Brussels,Berlin,2156,air,Brussels-Munich(air) -> Munich-Lyon(air) -> Lyon-Berlin(rail),257.010853059621,clear,0.0,2.22946710711455,open,none,0.0,0.0,3.5933333333333333,1.1602765762466083,802.8772211252146,2501.5562983876875,139.9926157997416,0.29164857823396495,0.4283796840620564
71,80,Thursday,8,0.9767923794005903,10.0,937.207359829841,Berlin,Valencia,2631,air,Berlin-Rotterdam(air) -> Rotterdam-Munich(rail) -> Munich-Valencia(road),183.7728836881559,clear,0.0,2.096722107411965,open,none,0.0,0.0,4.385,0.9014400505679326,1207.5843100290356,2371.688773044231,230.3957457688017,0.47704519385307353,0.1383089624383424
72,20,Monday,20,0.8320020732761935,26.022410770800562,885.0439598293412,Frankfurt,Vienna,599,rail,Frankfurt-Vienna(rail),95.86233658134847,storm,0.44711101523860386,2.0039998718304726,open,none,0.0,0.0,21.71382703935642,0.361016060573601,19.25791859490898,216.248620283587,2.888687789236347,0.5235627723644192,0.09190821603725953
73,74,Thursday,2,1.0148915063560617,10.0,710.7545431299633,Warsaw,Cologne,982,air,Warsaw-Cologne(air),348.5399332672747,clear,0.0,1.0182910925979693,open,none,0.0,0.0,2.0,1.0881034837711148,365.65957874623683,1068.5176210632346,69.0536196754105,0.4924334445545422,0.2839331847434568
74,60,Wednesday,12,0.9385558104844177,53.70735167778407,672.06700438076,Lyon,London,2833,rail,Lyon-Warsaw(rail) -> Warsaw-London(road),198.5520586232331,clear,0.0,1.4413804585516465,open,none,0.0,0.0,51.042885488460186,0.3387997515661504,66.51406276838195,959.819696186904,9.977109415257292,0.41907990229461145,0.2576123890962049
75,92,Thursday,20,1.0221300892269691,55.90212408911016,1065.5613619838302,Rome,Barcelona,1046,road,Rome-Genoa(road) -> Genoa-Barcelona(sea),210.7388737348163,rain,0.009000067160802372,1.2801655430936607,open,none,0.15,0.0,25.89617392325196,0.43830520043494503,122.71386631341167,458.4672396549525,21.836552810763994,0.6021018771086395,0.5509117642632952
76,156,Sunday,12,0.9430970142358744,41.30069030110198,642.8702717642415,Vienna,Berlin,523,road,Vienna-Berlin(road),212.34395455255535,clear,0.0,1.4507334778773289,open,none,0.15,0.0,14.542394171155323,0.4274216850988688,40.12970796524444,223.54154130670838,6.8789310219828,0.7060934090790745,0.22097465245941816
77,139,Saturday,19,1.1326661862296905,10.0,1124.1765557431281,Vienna,Paris,1308,air,Vienna-Lyon(air) -> Lyon-Paris(rail),284.11495951256717,clear,0.0,1.4116201064599938,open,none,0.0,0.0,2.18,0.8540488211878904,750.8626935825403,1117.0958581137606,125.46645424317875,0.7081417341457215,0.3579204151978792
78,93,Thursday,21,1.0845556258185773,60.61308722420306,995.0575886938643,Budapest,Paris,3005,road,Budapest-Paris(road) -> Paris-Berlin(road) -> Berlin-Paris(road),259.0714302767379,clear,0.0,1.2167081825375672,open,none,0.15,0.0,70.07732169673663,0.5332908557161681,341.49181006586446,1602.5390214270851,58.67006479555586,0.5232142828721036,0.18769783563649106
